"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","Tenure","MonthlySpend","TotalSpend","Attrition"
"1716","0386-CWRGM","Female","No","Yes","Yes",46,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.4,967.85,"No","25-60","15-30","<1000",0
"1717","5515-RUGKN","Male","No","No","No",8,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",54.75,438.05,"No","7-11","45-70","<1000",0
"1718","0404-AHASP","Male","No","Yes","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.7,1421.9,"No","60+","15-30","1000-2000",0
"1719","7279-NMVJC","Female","No","No","No",17,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.9,323.15,"No","12-18","15-30","<1000",0
"1720","2081-VEYEH","Male","No","No","No",3,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.95,318.6,"No","3-6","95+","<1000",0
"1721","6407-UTSLV","Female","Yes","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",83.8,163.7,"No","< 3","80-95","<1000",0
"1722","4116-TZAQJ","Female","No","No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.25,639.65,"Yes","7-11","70-80","<1000",1
"1724","2587-YNLES","Female","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.1,100.35,"No","3-6","15-30","<1000",0
"1725","7398-SKNQZ","Female","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",94.9,273.2,"No","3-6","80-95","<1000",0
"1726","5935-FCCNB","Female","Yes","No","No",17,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,1608.15,"No","12-18","80-95","1000-2000",0
"1727","1958-RNRKS","Male","No","Yes","No",30,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",49.9,1441.95,"No","25-60","45-70","1000-2000",0
"1728","5136-RGMZO","Male","No","No","No",31,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",71.05,2168.15,"No","25-60","70-80","2000-4000",0
"1729","8345-MVDYC","Female","No","No","No",45,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",81.65,3618.7,"No","25-60","80-95","2000-4000",0
"1730","8226-BXGES","Male","No","Yes","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",89.45,5692.65,"No","60+","80-95","4000-6000",0
"1731","3877-JRJIP","Male","No","No","No",1,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.85,59.85,"Yes","< 3","45-70","<1000",1
"1732","8375-DKEBR","Female","Yes","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"Yes","< 3","45-70","<1000",1
"1733","9705-IOVQQ","Male","Yes","Yes","Yes",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Electronic check",99,5969.3,"No","60+","95+","4000-6000",0
"1734","1015-OWJKI","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.05,19.05,"No","< 3","15-30","<1000",0
"1736","2040-XBAVJ","Male","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.45,8100.55,"No","60+","95+","6000+",0
"1737","7551-JOHTI","Female","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.5,19.5,"Yes","< 3","15-30","<1000",1
"1738","8887-IPQNC","Female","No","Yes","No",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.25,313.45,"No","7-11","30-45","<1000",0
"1739","8646-JCOMS","Female","No","Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",90.55,6130.95,"No","60+","80-95","6000+",0
"1740","9804-ICWBG","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.9,69.9,"Yes","< 3","45-70","<1000",1
"1741","1222-KJNZD","Male","No","Yes","Yes",40,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",20.4,745.3,"No","25-60","15-30","<1000",0
"1742","0106-GHRQR","Male","No","No","No",16,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",71.4,1212.1,"No","12-18","70-80","1000-2000",0
"1743","5318-IXUZF","Female","No","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87.15,183.75,"Yes","< 3","80-95","<1000",1
"1744","3768-VHXQO","Male","No","Yes","No",67,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",24.85,1583.5,"No","60+","15-30","1000-2000",0
"1745","8952-WCVCD","Female","No","Yes","No",41,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.45,4162.05,"No","25-60","95+","4000-6000",0
"1746","2418-TPEUN","Female","No","Yes","Yes",56,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.8,1119.9,"No","25-60","15-30","1000-2000",0
"1747","3963-RYFNS","Female","No","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.45,8013.55,"No","60+","95+","6000+",0
"1748","3198-VELRD","Female","No","Yes","Yes",3,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",84.75,264.85,"Yes","3-6","80-95","<1000",1
"1749","8540-ZQGEA","Female","No","Yes","No",54,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.05,1102.4,"No","25-60","15-30","1000-2000",0
"1750","1320-REHCS","Male","Yes","No","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.75,5832,"No","25-60","95+","4000-6000",0
"1751","4137-JOPHL","Female","No","No","No",50,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",89.7,4304.5,"No","25-60","80-95","4000-6000",0
"1752","9436-ZBZCT","Male","No","No","No",14,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",89.95,1178.4,"Yes","12-18","80-95","1000-2000",1
"1753","7801-CEDNV","Male","No","Yes","No",27,"Yes","No","DSL","Yes","No","No","No","No","No","One year","No","Credit card (automatic)",48.7,1421.75,"No","25-60","45-70","1000-2000",0
"1754","2057-BOYKM","Female","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",96.6,6827.5,"No","60+","95+","6000+",0
"1755","3658-QQJYD","Male","No","No","No",62,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",74.3,4698.05,"No","60+","70-80","4000-6000",0
"1756","1803-BGNBD","Female","No","No","No",12,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",54.3,654.5,"No","12-18","45-70","<1000",0
"1757","0134-XWXCE","Female","Yes","No","No",44,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",74.85,3268.05,"No","25-60","70-80","2000-4000",0
"1758","6950-TWMYB","Male","No","Yes","Yes",54,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",79.95,4362.05,"No","25-60","70-80","4000-6000",0
"1759","5848-FHRFC","Female","No","No","No",68,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.05,1386.9,"No","60+","15-30","1000-2000",0
"1760","2243-FNMMI","Male","No","No","No",20,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.4,415.4,"No","19-24","15-30","<1000",0
"1761","2511-MORQY","Male","No","Yes","Yes",50,"Yes","Yes","DSL","No","No","Yes","No","No","No","One year","No","Bank transfer (automatic)",54.9,2614.1,"No","25-60","45-70","2000-4000",0
"1762","5356-KZCKT","Male","No","No","No",58,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",24.45,1513.6,"No","25-60","15-30","1000-2000",0
"1763","9470-XCCEM","Male","No","Yes","Yes",35,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.65,3161.6,"No","25-60","80-95","2000-4000",0
"1764","6519-CFDBX","Female","No","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.4,80.95,"No","< 3","45-70","<1000",0
"1765","3902-MIVLE","Male","No","Yes","Yes",63,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",75.7,4676.7,"No","60+","70-80","4000-6000",0
"1766","0409-WTMPL","Female","No","Yes","No",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",110.65,6526.65,"No","25-60","95+","6000+",0
"1767","8763-KIAFH","Female","No","Yes","Yes",27,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",20.55,583.3,"No","25-60","15-30","<1000",0
"1768","3669-WHAFY","Female","No","Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.15,8078.1,"No","60+","95+","6000+",0
"1769","3055-VTCGS","Female","No","No","No",63,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",58.55,3503.5,"No","60+","45-70","2000-4000",0
"1770","3144-KMTWZ","Male","No","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.25,6669.45,"No","60+","80-95","6000+",0
"1771","7279-BUYWN","Female","Yes","No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",113.2,4689.5,"Yes","25-60","95+","4000-6000",1
"1772","7156-MHUGY","Male","Yes","No","No",13,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.5,1201.15,"Yes","12-18","80-95","1000-2000",1
"1773","7198-GLXTC","Male","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79,143.65,"Yes","< 3","70-80","<1000",1
"1774","2007-QVGAW","Female","No","Yes","Yes",68,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.35,1292.65,"No","60+","15-30","1000-2000",0
"1775","5207-PLSTK","Male","No","Yes","Yes",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",48.75,48.75,"No","< 3","45-70","<1000",0
"1776","2307-FYNNL","Male","Yes","No","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.05,7108.2,"No","60+","95+","6000+",0
"1777","5605-XNWEN","Male","Yes","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",25,1802.55,"No","60+","15-30","1000-2000",0
"1778","2155-AMQRX","Female","No","No","No",28,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",54.9,1505.15,"No","25-60","45-70","1000-2000",0
"1779","6181-AXXYF","Male","No","Yes","Yes",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",24.75,1859.1,"No","60+","15-30","1000-2000",0
"1780","5091-HFAZW","Female","No","No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.15,168.5,"No","< 3","80-95","<1000",0
"1781","0516-VRYBW","Female","No","No","Yes",18,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.15,390.85,"Yes","12-18","15-30","<1000",1
"1782","2519-LBNQL","Male","Yes","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.35,6339.45,"No","25-60","95+","6000+",0
"1783","8623-ULFNQ","Female","Yes","No","No",26,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",66.05,1652.4,"No","25-60","45-70","1000-2000",0
"1784","8380-PEFPE","Male","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65,"Yes","< 3","70-80","<1000",1
"1785","5687-DKDTV","Female","No","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,77.5,"Yes","3-6","15-30","<1000",1
"1786","1568-LJSZU","Male","No","Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92.2,6392.85,"No","60+","80-95","6000+",0
"1787","7530-HDYDS","Female","No","No","No",38,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",84.25,3264.5,"Yes","25-60","80-95","2000-4000",1
"1788","7789-HKSBS","Female","Yes","Yes","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,4599.15,"No","25-60","95+","4000-6000",0
"1789","7416-CKTEP","Female","No","Yes","No",57,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.6,1134.25,"No","25-60","15-30","1000-2000",0
"1791","3096-IZETN","Female","No","No","No",12,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",78.1,947.3,"Yes","12-18","70-80","<1000",1
"1792","2348-KCJLT","Female","No","Yes","No",44,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check",61.5,2722.2,"No","25-60","45-70","2000-4000",0
"1793","8401-EMUWF","Male","No","Yes","Yes",42,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.4,3058.3,"No","25-60","45-70","2000-4000",0
"1794","4193-IBKSW","Male","No","Yes","Yes",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.75,1769.6,"No","60+","15-30","1000-2000",0
"1795","5377-NDTOU","Female","No","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",91.05,6293.75,"No","60+","80-95","6000+",0
"1796","5922-ABDVO","Female","No","Yes","No",19,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",89.65,1761.05,"Yes","19-24","80-95","1000-2000",1
"1797","2474-LCNUE","Female","No","Yes","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",73.65,1642.75,"No","19-24","70-80","1000-2000",0
"1798","0839-QNXME","Female","No","No","No",30,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.4,578.5,"No","25-60","15-30","<1000",0
"1799","3506-OVLKD","Male","No","No","No",35,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",26.2,954.9,"No","25-60","15-30","<1000",0
"1800","9172-ANCRX","Female","No","No","No",10,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,973.25,"Yes","7-11","95+","<1000",1
"1801","6650-VJONK","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",43.85,43.85,"No","< 3","30-45","<1000",0
"1802","2178-PMGCJ","Male","No","No","No",22,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.7,1490.4,"No","19-24","45-70","1000-2000",0
"1805","6016-LVTJQ","Female","No","Yes","Yes",34,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.65,716.4,"No","25-60","15-30","<1000",0
"1806","7860-KSUGX","Male","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Credit card (automatic)",64.45,4720,"No","60+","45-70","4000-6000",0
"1807","8966-KZXXA","Male","No","Yes","Yes",36,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.1,930.95,"No","25-60","15-30","<1000",0
"1808","6910-HADCM","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.35,76.35,"Yes","< 3","70-80","<1000",1
"1809","4816-LXZYW","Female","No","No","No",23,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.15,1676.95,"Yes","19-24","70-80","1000-2000",1
"1810","9606-PBKBQ","Male","Yes","Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85,2642.05,"Yes","25-60","80-95","2000-4000",1
"1811","5149-QYTTU","Female","No","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",95.15,6770.85,"No","60+","95+","6000+",0
"1812","2070-XYMFH","Female","Yes","No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",79.35,1835.3,"No","19-24","70-80","1000-2000",0
"1813","2085-BOJKI","Male","No","Yes","No",17,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",96.65,1588.25,"No","12-18","95+","1000-2000",0
"1814","0817-HSUSE","Male","No","No","No",1,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",75.5,75.5,"No","< 3","70-80","<1000",0
"1815","5442-PPTJY","Male","No","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,258.35,"No","12-18","15-30","<1000",0
"1816","1927-QEWMY","Female","No","Yes","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20.5,1502.25,"No","60+","15-30","1000-2000",0
"1817","1663-MHLHE","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.2,19.2,"No","< 3","15-30","<1000",0
"1818","5663-QBGIS","Male","Yes","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",98.35,6929.4,"No","60+","95+","6000+",0
"1819","4450-MDZFX","Male","No","Yes","Yes",60,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74.35,4453.3,"No","25-60","70-80","4000-6000",0
"1821","7554-AKDQF","Female","No","Yes","No",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,323.45,"No","3-6","45-70","<1000",0
"1822","3536-IQCTX","Male","Yes","Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.3,2661.1,"Yes","25-60","80-95","2000-4000",1
"1823","4911-BANWH","Female","No","No","Yes",31,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",86.55,2697.4,"Yes","25-60","80-95","2000-4000",1
